date_utc,exchange,txid,source,event_type,base_ccy,quote_ccy,side,qty_base,qty_quote,price_quote_per_base,fee,fee_ccy,eur_amount,eur_fee,notes,date,quote_ccy_raw,fee_ccy_raw,quote_ccy_rate,fee_ccy_rate,eur_per_quote,eur_per_fee,base_ccy_raw,base_ccy_rate,eur_per_base
2024-12-19 17:14:00+00:00,binance,a3d9f087880dd844,trades,trade,BTC,USDT,buy,0.002,-200.72158,100360.79,2e-06,BTC,-193.09435305415994,0.19308432159316927,,2024-12-19,USDT,BTC,USDT,BTC,0.962000962,96542.16079658463,,,
2024-12-19 17:14:00+00:00,binance,d55208d4aba1769d,trades,trade,BTC,USDT,buy,0.02093,-2100.5513347,100360.79,2.093e-05,BTC,-2020.732404711784,2.0206274254725165,,2024-12-19,USDT,BTC,USDT,BTC,0.962000962,96542.16079658463,,,
2024-12-19 17:14:00+00:00,binance,a5c0c5622252025c,trades,trade,BTC,USDT,buy,0.10338,-10375.2984702,100360.79,0.00010338,BTC,-9981.047109369527,9.98052858315092,,2024-12-19,USDT,BTC,USDT,BTC,0.962000962,96542.16079658463,,,
2024-12-19 17:14:00+00:00,binance,a3d9f087880dd844,trades,trade,BTC,USDT,buy,0.002,-200.72158,100360.79,2e-06,BTC,-193.09435305415994,0.19308432159316927,,2024-12-19,USDT,BTC,USDT,BTC,0.962000962,96542.16079658463,,,
2024-12-19 17:14:00+00:00,binance,a3d9f087880dd844,trades,trade,BTC,USDT,buy,0.002,-200.72158,100360.79,2e-06,BTC,-193.09435305415994,0.19308432159316927,,2024-12-19,USDT,BTC,USDT,BTC,0.962000962,96542.16079658463,,,
2024-12-19 17:14:00+00:00,binance,f47ac754c18d3c6c,trades,trade,BTC,USDT,buy,0.00084,-84.3030636,100360.79,8.4e-07,BTC,-81.09962828274718,0.0810954150691311,,2024-12-19,USDT,BTC,USDT,BTC,0.962000962,96542.16079658463,,,
2024-12-19 17:14:00+00:00,binance,a3d9f087880dd844,trades,trade,BTC,USDT,buy,0.002,-200.72158,100360.79,2e-06,BTC,-193.09435305415994,0.19308432159316927,,2024-12-19,USDT,BTC,USDT,BTC,0.962000962,96542.16079658463,,,
2024-12-19 17:14:00+00:00,binance,a3d9f087880dd844,trades,trade,BTC,USDT,buy,0.002,-200.72158,100360.79,2e-06,BTC,-193.09435305415994,0.19308432159316927,,2024-12-19,USDT,BTC,USDT,BTC,0.962000962,96542.16079658463,,,
2024-12-19 10:39:00+00:00,binance,ea482b10fe411d09,trades,trade,TRX,USDT,buy,3767.8,-999.9741200000002,0.2654,3.7678,TRX,-961.9760654151036,0.9350844869690108,,2024-12-19,USDT,TRX,USDT,TRX,0.962000962,0.2481778456842218,,,
2024-12-19 07:49:00+00:00,binance,e60abe1291c0e6f6,trades,trade,MOV,EUSDT,buy,3298.4,-2320.09456,0.7034,3.2984,MOVE,-2231.9331986509665,0.40413320837626454,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,056beeb3858e340b,trades,trade,MOV,EUSDT,buy,207.7,-146.09618,0.7034,0.2077,MOVE,-140.54466570452516,0.02544823774549786,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,e6ad6bbab8e2920b,trades,trade,MOV,EUSDT,buy,505.4,-355.49836,0.7034,0.5054,MOVE,-341.9897643094223,0.06192363676733085,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,7618daad6e832674,trades,trade,MOV,EUSDT,buy,3646.5,-2564.9481,0.7034,3.6465,MOVE,-2467.482539680072,0.4467838177128452,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,456031546ba6d677,trades,trade,MOV,EUSDT,buy,1428.0,-1004.4552,0.7034,1.428,MOVE,-966.2868686859024,0.17496429225118412,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,6a8c345c63304cd2,trades,trade,MOV,EUSDT,buy,2724.7,-1916.55398,0.7034,2.7247,MOVE,-1843.7267724849287,0.3338411814403371,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,077adb876651710b,trades,trade,MOV,EUSDT,buy,3204.1,-2253.76394,0.7034,3.2041,MOVE,-2168.12307840091,0.39257919383894896,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,8fa3b7b4d8c7906d,trades,trade,MOV,EUSDT,buy,1338.2,-941.28988,0.7034,1.3382,MOVE,-905.5217700808646,0.1639616357776853,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,cb45dc10f69efff0,trades,trade,MOV,EUSDT,buy,837.8,-589.30852,0.7034,0.8378,MOVE,-566.9153631547963,0.10265061908126195,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,6759800ed74ffd80,trades,trade,MOV,EUSDT,buy,853.5,-600.3519,0.7034,0.8535,MOVE,-577.5391053385277,0.10457424610391153,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,d7a74ecba964eca1,trades,trade,MOV,EUSDT,buy,285.0,-200.469,0.7034,0.285,MOVE,-192.851370851178,0.034919344041727925,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,ddc6e4fb1763466f,trades,trade,MOV,EUSDT,buy,140.4,-98.75736,0.7034,0.1404,MOVE,-95.00467532458032,0.01720237159108281,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,d7a74ecba964eca1,trades,trade,MOV,EUSDT,buy,285.0,-200.469,0.7034,0.285,MOVE,-192.851370851178,0.034919344041727925,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,44a70db5d79d1bc6,trades,trade,MOV,EUSDT,buy,1010.9,-711.06706,0.7034,1.0109,MOVE,-684.0471957665117,0.12385952593607985,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,5b4c807e4098e381,trades,trade,MOV,EUSDT,buy,1201.6,-845.20544,0.7034,1.2016,MOVE,-813.0884463676332,0.14722485544049219,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,f0bbbae5e1b3fe63,trades,trade,MOV,EUSDT,buy,682.1,-479.78914000000003,0.7034,0.6821,MOVE,-461.5576142371527,0.08357363007320218,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,408058f826af4d7c,trades,trade,MOV,EUSDT,buy,67.0,-47.1278,0.7034,0.067,MOVE,-45.3369889369436,0.008209108950160601,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,613d7bc4b954f6f1,trades,trade,MOV,EUSDT,buy,1831.8,-1288.48812,0.7034,1.8318,MOVE,-1239.5268109655713,0.22443948917767445,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,3863d9fcb4c2c445,trades,trade,MOV,EUSDT,buy,207.2,-145.74448,0.7034,0.2072,MOVE,-140.20632996618977,0.02538697573840711,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,ff57c5353723889d,trades,trade,MOV,EUSDT,buy,3994.6,-2809.80164,0.7034,3.9946,MOVE,-2703.0318807091776,0.4894344270494259,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:49:00+00:00,binance,15cc443e418c1e2f,trades,trade,MOV,EUSDT,buy,1427.2,-1003.8924800000001,0.7034,1.4272,MOVE,-965.7455315045659,0.17486627303983893,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,aa7ad16758185d0b,trades,trade,MOV,EUSDT,buy,139.8,-98.02776000000001,0.7012,0.1398,MOVE,-94.30279942270514,0.01712885718257391,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,aaa78243adefe8d9,trades,trade,MOV,EUSDT,buy,288.7,-202.43644,0.7012,0.2887,MOVE,-194.74405002385527,0.03537268289419948,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,8f1d4337d4e55405,trades,trade,MOV,EUSDT,buy,206.7,-144.93804,0.7012,0.2067,MOVE,-139.43053391039447,0.025325713731316358,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,06294859cb0e958f,trades,trade,MOV,EUSDT,buy,155.4,-108.96648,0.7012,0.1554,MOVE,-104.82585858575376,0.019040231803805333,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,bd9964376f8f307a,trades,trade,MOV,EUSDT,buy,164.3,-115.20716000000002,0.7012,0.1643,MOVE,-110.82939874928793,0.020130695530020695,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,eee6da5dd087a419,trades,trade,MOV,EUSDT,buy,156.2,-109.52744,0.7012,0.1562,MOVE,-105.36550264539727,0.019138251015150536,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,1e08d37ea2413c3d,trades,trade,MOV,EUSDT,buy,136.7,-95.85404,0.7012,0.1367,MOVE,-92.21167869158647,0.016749032738611253,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,d64454ed01ec49bc,trades,trade,MOV,EUSDT,buy,220.2,-154.40424000000002,0.7012,0.2202,MOVE,-148.53702741687889,0.02697978792276663,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,998ef4e8c1f83b3a,trades,trade,MOV,EUSDT,buy,155.9,-109.31708,0.7012,0.1559,MOVE,-105.16313612303097,0.019101493810896084,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,922af3bbd25d75cb,trades,trade,MOV,EUSDT,buy,334.4,-234.48128,0.7012,0.3344,MOVE,-225.57121693099134,0.040972030342294095,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,abf808a8c282b928,trades,trade,MOV,EUSDT,buy,654.2,-458.72504000000004,0.7012,0.6542,MOVE,-441.2939297734885,0.08015521007753827,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,fbac1bc5c9c5974b,trades,trade,MOV,EUSDT,buy,285.0,-199.842,0.7012,0.285,MOVE,-192.248196248004,0.034919344041727925,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,adff9a173eb637fb,trades,trade,MOV,EUSDT,buy,137.8,-96.62536000000001,0.7012,0.1378,MOVE,-92.95368927359632,0.016883809154210908,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,4d66169de87d8197,trades,trade,MOV,EUSDT,buy,115.5,-80.9886,0.7012,0.1155,MOVE,-77.91111111103321,0.014151523637963423,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,fbf3a6e04e03f8f5,trades,trade,MOV,EUSDT,buy,3301.3,-2314.8715600000005,0.7012,3.3013,MOVE,-2226.908667626441,0.4044885280173909,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,33f1ff6784d82928,trades,trade,MOV,EUSDT,buy,1283.5,-899.9902000000001,0.7012,1.2835,MOVE,-865.7914381905724,0.1572595722019572,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,84de95f1b1752842,trades,trade,MOV,EUSDT,buy,527.6,-369.95312,0.7012,0.5276,MOVE,-355.89525733490143,0.06464366988216018,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,6856161c90287c58,trades,trade,MOV,EUSDT,buy,2090.1,-1465.5781200000001,0.7012,2.0901,MOVE,-1409.8875613261514,0.2560874420407563,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,7fd5355488a2f896,trades,trade,MOV,EUSDT,buy,412.6,-289.31512000000004,0.7012,0.4126,MOVE,-278.32142376114547,0.05055340825128752,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,50ce961e90be9204,trades,trade,MOV,EUSDT,buy,143.0,-100.2716,0.7012,0.143,MOVE,-96.4613756612792,0.017520934027954713,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,2cd07ccbffe4de17,trades,trade,MOV,EUSDT,buy,1997.3,-1400.50676,0.7012,1.9973,MOVE,-1347.288850407503,0.24471721352471296,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,7fd5355488a2f896,trades,trade,MOV,EUSDT,buy,412.6,-289.31512000000004,0.7012,0.4126,MOVE,-278.32142376114547,0.05055340825128752,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:48:00+00:00,binance,6856161c90287c58,trades,trade,MOV,EUSDT,buy,2090.1,-1465.5781200000001,0.7012,2.0901,MOVE,-1409.8875613261514,0.2560874420407563,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,967f6699649b8a24,trades,trade,MOV,EUSDT,buy,694.1,-487.9523,0.703,0.6941,MOVE,-469.41058201011253,0.08504391824338019,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,7c5699d559dee1f5,trades,trade,MOV,EUSDT,buy,618.4,-434.73519999999996,0.703,0.6184,MOVE,-418.21568061526233,0.07576885036984052,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,129e0d71da54a9ae,trades,trade,MOV,EUSDT,buy,4015.0,-2822.5449999999996,0.703,4.015,MOVE,-2715.2910052882894,0.49193391693872845,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,29aab59fcac071a7,trades,trade,MOV,EUSDT,buy,1236.8,-869.4703999999999,0.703,1.2368,MOVE,-836.4313612305247,0.15153770073968104,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,62ca6c27c7ffdca0,trades,trade,MOV,EUSDT,buy,4500.0,-3163.5,0.703,4.5,MOVE,-3043.2900432869997,0.5513580638167568,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,133704b8da9901c6,trades,trade,MOV,EUSDT,buy,95.5,-67.1365,0.703,0.0955,MOVE,-64.585377585313,0.011701043354333394,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,7c5699d559dee1f5,trades,trade,MOV,EUSDT,buy,618.4,-434.73519999999996,0.703,0.6184,MOVE,-418.21568061526233,0.07576885036984052,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,29aab59fcac071a7,trades,trade,MOV,EUSDT,buy,1236.8,-869.4703999999999,0.703,1.2368,MOVE,-836.4313612305247,0.15153770073968104,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,570d8f92465cc24d,trades,trade,MOV,EUSDT,buy,3187.5,-2240.8125,0.703,3.1875,MOVE,-2155.663780661625,0.39054529520353604,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,967f6699649b8a24,trades,trade,MOV,EUSDT,buy,694.1,-487.9523,0.703,0.6941,MOVE,-469.41058201011253,0.08504391824338019,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,62ca6c27c7ffdca0,trades,trade,MOV,EUSDT,buy,4500.0,-3163.5,0.703,4.5,MOVE,-3043.2900432869997,0.5513580638167568,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,7c5699d559dee1f5,trades,trade,MOV,EUSDT,buy,618.4,-434.73519999999996,0.703,0.6184,MOVE,-418.21568061526233,0.07576885036984052,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,62ca6c27c7ffdca0,trades,trade,MOV,EUSDT,buy,4500.0,-3163.5,0.703,4.5,MOVE,-3043.2900432869997,0.5513580638167568,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,ac3a2a818648de9a,trades,trade,MOV,EUSDT,buy,2388.0,-1678.764,0.703,2.388,MOVE,-1614.9725829709678,0.29258734586542556,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,24b8caff98737b8b,trades,trade,MOV,EUSDT,buy,3697.4,-2599.2722,0.703,3.6974,MOVE,-2500.5023568998563,0.45302029003468364,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,73585e2b2fc7a1f7,trades,trade,MOV,EUSDT,buy,802.6,-564.2278,0.703,0.8026,MOVE,-542.7876863871436,0.0983377737820731,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,c6842073b7217cee,trades,trade,MOV,EUSDT,buy,485.0,-340.955,0.703,0.485,MOVE,-327.99903799871,0.059424146878028224,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,73585e2b2fc7a1f7,trades,trade,MOV,EUSDT,buy,802.6,-564.2278,0.703,0.8026,MOVE,-542.7876863871436,0.0983377737820731,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,62ca6c27c7ffdca0,trades,trade,MOV,EUSDT,buy,4500.0,-3163.5,0.703,4.5,MOVE,-3043.2900432869997,0.5513580638167568,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,a963fb12d3e95a36,trades,trade,MOV,EUSDT,buy,674.8,-474.3843999999999,0.703,0.6748,MOVE,-456.35824915779267,0.0826792047696772,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,62ca6c27c7ffdca0,trades,trade,MOV,EUSDT,buy,4500.0,-3163.5,0.703,4.5,MOVE,-3043.2900432869997,0.5513580638167568,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:45:00+00:00,binance,6b81d6313757b9fb,trades,trade,MOV,EUSDT,buy,634.6,-446.1238,0.703,0.6346,MOVE,-429.1715247710956,0.07775373939958086,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,29efd0b0ffad9cfc,trades,trade,MOV,EUSDT,buy,10000.0,-6990.0,0.699,10.0,MOVE,-6724.38672438,1.225240141815015,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,551a8b542340f1a0,trades,trade,MOV,EUSDT,buy,760.8,-531.7991999999999,0.699,0.7608,MOVE,-511.5913419908303,0.09321626998928634,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,a6018302a74a2912,trades,trade,MOV,EUSDT,buy,2451.0,-1713.2489999999998,0.699,2.451,MOVE,-1648.1471861455377,0.3003063587588602,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,ca82379bfa238922,trades,trade,MOV,EUSDT,buy,1361.6,-951.7583999999998,0.699,1.3616,MOVE,-915.5924963915805,0.16682869770953243,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,d77056458b9414c4,trades,trade,MOV,EUSDT,buy,7712.0,-5390.688,0.699,7.712,MOVE,-5185.847041841856,0.9449051973677395,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,4cb0d7f05d5df05e,trades,trade,MOV,EUSDT,buy,34.0,-23.766,0.699,0.034,MOVE,-22.862914862891998,0.0041658164821710515,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,06c2d5e902997892,trades,trade,MOV,EUSDT,buy,926.4,-647.5536,0.699,0.9264,MOVE,-622.9471861465631,0.11350624673774298,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,8742604570043522,trades,trade,MOV,EUSDT,buy,192.0,-134.208,0.699,0.192,MOVE,-129.10822510809598,0.023524610722848286,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,c03f5d36f57fe83f,trades,trade,MOV,EUSDT,buy,1279.0,-894.021,0.699,1.279,MOVE,-860.0490620482019,0.1567082141381404,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,8de1962bbaea682e,trades,trade,MOV,EUSDT,buy,43.2,-30.1968,0.699,0.0432,MOVE,-29.0493506493216,0.005293037412640865,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,3bd91420c79c958b,trades,trade,MOV,EUSDT,buy,8495.0,-5938.004999999999,0.699,8.495,MOVE,-5712.366522360809,1.0408415004718552,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,7f46d5ec70a68d18,trades,trade,MOV,EUSDT,buy,847.6,-592.4724,0.699,0.8476,MOVE,-569.9590187584488,0.10385135442024067,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,ca1359891d035310,trades,trade,MOV,EUSDT,buy,244.0,-170.55599999999998,0.699,0.244,MOVE,-164.07503607487197,0.029895859460286365,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,7f81b96a7757b488,trades,trade,MOV,EUSDT,buy,7396.6,-5170.2234,0.699,7.3966,MOVE,-4973.75988455491,0.9062611232948939,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,1cba1ee113a92513,trades,trade,MOV,EUSDT,buy,1928.4,-1347.9515999999999,0.699,1.9284,MOVE,-1296.730735929439,0.23627530894760748,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,f7b30ce766bbc9f4,trades,trade,MOV,EUSDT,buy,35.2,-24.6048,0.699,0.0352,MOVE,-23.6698412698176,0.0043128452991888526,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,bec4aeeb933d656f,trades,trade,MOV,EUSDT,buy,5879.6,-4109.8404,0.699,5.8796,MOVE,-3953.6704184664645,0.7203921937815562,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,39c7d7e6b7a795cf,trades,trade,MOV,EUSDT,buy,512.0,-357.888,0.699,0.512,MOVE,-344.28860028825596,0.06273229526092877,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,3ca21238b491663f,trades,trade,MOV,EUSDT,buy,784.8,-548.5751999999999,0.699,0.7848,MOVE,-527.7298701293423,0.09615684632964237,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,f1f367846d79f02a,trades,trade,MOV,EUSDT,buy,1497.4,-1046.6826,0.699,1.4974,MOVE,-1006.9096681086612,0.18346745883538035,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,2fa784ee6466d550,trades,trade,MOV,EUSDT,buy,285.0,-199.21499999999997,0.699,0.285,MOVE,-191.64502164482997,0.034919344041727925,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,237dbcdec2c12d0b,trades,trade,MOV,EUSDT,buy,161.1,-112.60889999999999,0.699,0.1611,MOVE,-108.32987012976179,0.01973861868463989,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
2024-12-19 07:44:00+00:00,binance,e497477a83abc4da,trades,trade,MOV,EUSDT,buy,3440.6,-2404.9793999999997,0.699,3.4406,MOVE,-2313.5924963901825,0.42155612319287405,,2024-12-19,EUSDT,MOVE,USDT,MOVE,0.962000962,0.1225240141815015,,,
