month,account,debit,credit,asset,memo,posting_date,Reference
2024-04,631200 Other Costs and Bank Taxes,6.5,0.0,FET,Buy FET - fees,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,4.97,0.0,INJ,Buy INJ - fees,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,8.65,0.0,PEPE,Buy PEPE - fees,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,29.61,0.0,SOL,Buy SOL - fees,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,92.7,0.0,TON,Buy TON - fees,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,4.77,0.0,USDC,Buy USDC - fees,2024-04-30,CRYPTO ALL 2024-04
2024-05,262500 Cost of acquisition of crypto assets,21614.6,0.0,BCH,Buy BCH - inventory at cost,2024-05-31,CRYPTO ALL 2024-05
2024-05,262500 Cost of acquisition of crypto assets,11531.91,0.0,BTC,Buy BTC - inventory at cost,2024-05-31,CRYPTO ALL 2024-05
2024-05,262500 Cost of acquisition of crypto assets,289872.9,0.0,ETH,Buy ETH - inventory at cost,2024-05-31,CRYPTO ALL 2024-05
2024-05,262500 Cost of acquisition of crypto assets,3217.15,0.0,USDC,Buy USDC - inventory at cost,2024-05-31,CRYPTO ALL 2024-05
2024-05,274200 Exchanges EUR,0.0,21624.72,BCH,Buy BCH - cash outflow (cost + fees),2024-05-31,CRYPTO ALL 2024-05
2024-05,274200 Exchanges EUR,0.0,11537.08,BTC,Buy BTC - cash outflow (cost + fees),2024-05-31,CRYPTO ALL 2024-05
2024-05,274200 Exchanges EUR,0.0,290009.33,ETH,Buy ETH - cash outflow (cost + fees),2024-05-31,CRYPTO ALL 2024-05
2024-05,274200 Exchanges EUR,0.0,3218.76,USDC,Buy USDC - cash outflow (cost + fees),2024-05-31,CRYPTO ALL 2024-05
2024-05,631200 Other Costs and Bank Taxes,10.12,0.0,BCH,Buy BCH - fees,2024-05-31,CRYPTO ALL 2024-05
2024-05,631200 Other Costs and Bank Taxes,5.16,0.0,BTC,Buy BTC - fees,2024-05-31,CRYPTO ALL 2024-05
2024-05,631200 Other Costs and Bank Taxes,136.43,0.0,ETH,Buy ETH - fees,2024-05-31,CRYPTO ALL 2024-05
2024-05,631200 Other Costs and Bank Taxes,1.61,0.0,USDC,Buy USDC - fees,2024-05-31,CRYPTO ALL 2024-05
2024-06,262500 Cost of acquisition of crypto assets,13.81,0.0,ETH,Buy ETH - inventory at cost,2024-06-30,CRYPTO ALL 2024-06
2024-06,274200 Exchanges EUR,0.0,13.82,ETH,Buy ETH - cash outflow (cost + fees),2024-06-30,CRYPTO ALL 2024-06
2024-06,631200 Other Costs and Bank Taxes,0.01,0.0,ETH,Buy ETH - fees,2024-06-30,CRYPTO ALL 2024-06
2024-10,262500 Cost of acquisition of crypto assets,9.2,0.0,BNB,Buy BNB - inventory at cost,2024-10-31,CRYPTO ALL 2024-10
2024-10,262500 Cost of acquisition of crypto assets,91.56,0.0,ETH,Buy ETH - inventory at cost,2024-10-31,CRYPTO ALL 2024-10
2024-10,262500 Cost of acquisition of crypto assets,10.37,0.0,USDT,Buy USDT - inventory at cost,2024-10-31,CRYPTO ALL 2024-10
2024-10,274200 Exchanges EUR,0.0,9.21,BNB,Buy BNB - cash outflow (cost + fees),2024-10-31,CRYPTO ALL 2024-10
2024-10,274200 Exchanges EUR,0.0,91.64,ETH,Buy ETH - cash outflow (cost + fees),2024-10-31,CRYPTO ALL 2024-10
2024-10,274200 Exchanges EUR,0.0,10.38,USDT,Buy USDT - cash outflow (cost + fees),2024-10-31,CRYPTO ALL 2024-10
2024-10,631200 Other Costs and Bank Taxes,0.01,0.0,BNB,Buy BNB - fees,2024-10-31,CRYPTO ALL 2024-10
2024-10,631200 Other Costs and Bank Taxes,0.08,0.0,ETH,Buy ETH - fees,2024-10-31,CRYPTO ALL 2024-10
2024-10,631200 Other Costs and Bank Taxes,0.01,0.0,USDT,Buy USDT - fees,2024-10-31,CRYPTO ALL 2024-10
2023-09,262500 Cost of acquisition of crypto assets,0.0,95.55,ETH,ETH withdrawal (inventory decrease),2023-09-30,CRYPTO ALL 2023-09
2023-09,273001 Liquidity Transfer,95.55,0.0,ETH,Transfer clearing,2023-09-30,CRYPTO ALL 2023-09
2023-09,274100 Crypto USD Wallets,0.0,0.03,USDC,Fee credit,2023-09-30,CRYPTO ALL 2023-09
2023-09,274200 Exchanges EUR,0.0,0.1,ETH,Fee credit,2023-09-30,CRYPTO ALL 2023-09
2023-09,631200 Other Costs and Bank Taxes,0.1,0.0,ETH,Fee paid,2023-09-30,CRYPTO ALL 2023-09
2023-09,631200 Other Costs and Bank Taxes,0.03,0.0,USDC,Fee paid,2023-09-30,CRYPTO ALL 2023-09
2023-10,262500 Cost of acquisition of crypto assets,0.0,18.55,TRX,TRX withdrawal (inventory decrease),2023-10-31,CRYPTO ALL 2023-10
2023-10,273001 Liquidity Transfer,18.55,0.0,TRX,Transfer clearing,2023-10-31,CRYPTO ALL 2023-10
2023-11,262500 Cost of acquisition of crypto assets,0.0,140.98,ETH,ETH withdrawal (inventory decrease),2023-11-30,CRYPTO ALL 2023-11
2023-11,273001 Liquidity Transfer,140.98,0.0,ETH,Transfer clearing,2023-11-30,CRYPTO ALL 2023-11
2023-11,274200 Exchanges EUR,0.0,0.07,ETH,Fee credit,2023-11-30,CRYPTO ALL 2023-11
2023-11,631200 Other Costs and Bank Taxes,0.07,0.0,ETH,Fee paid,2023-11-30,CRYPTO ALL 2023-11
2023-12,262500 Cost of acquisition of crypto assets,0.0,45.8,ETH,ETH withdrawal (inventory decrease),2023-12-31,CRYPTO ALL 2023-12
2023-12,262500 Cost of acquisition of crypto assets,0.0,6.21,TRX,TRX withdrawal (inventory decrease),2023-12-31,CRYPTO ALL 2023-12
2023-12,273001 Liquidity Transfer,45.8,0.0,ETH,Transfer clearing,2023-12-31,CRYPTO ALL 2023-12
2023-12,273001 Liquidity Transfer,6.21,0.0,TRX,Transfer clearing,2023-12-31,CRYPTO ALL 2023-12
2023-12,274200 Exchanges EUR,0.0,0.02,ETH,Fee credit,2023-12-31,CRYPTO ALL 2023-12
2023-12,274200 Exchanges EUR,0.0,0.0,TRX,Fee credit,2023-12-31,CRYPTO ALL 2023-12
2023-12,631200 Other Costs and Bank Taxes,0.02,0.0,ETH,Fee paid,2023-12-31,CRYPTO ALL 2023-12
2023-12,631200 Other Costs and Bank Taxes,0.0,0.0,TRX,Fee paid,2023-12-31,CRYPTO ALL 2023-12
2024-01,262500 Cost of acquisition of crypto assets,0.0,223891.89,BTC,BTC withdrawal (inventory decrease),2024-01-31,CRYPTO ALL 2024-01
2024-01,262500 Cost of acquisition of crypto assets,0.0,2291.24,DAI,DAI withdrawal (inventory decrease),2024-01-31,CRYPTO ALL 2024-01
2024-01,262500 Cost of acquisition of crypto assets,0.0,190316.08,ETH,ETH withdrawal (inventory decrease),2024-01-31,CRYPTO ALL 2024-01
2024-01,262500 Cost of acquisition of crypto assets,0.0,492.6,TRX,TRX withdrawal (inventory decrease),2024-01-31,CRYPTO ALL 2024-01
2024-01,273001 Liquidity Transfer,223891.89,0.0,BTC,Transfer clearing,2024-01-31,CRYPTO ALL 2024-01
2024-01,273001 Liquidity Transfer,2291.24,0.0,DAI,Transfer clearing,2024-01-31,CRYPTO ALL 2024-01
2024-01,273001 Liquidity Transfer,190316.08,0.0,ETH,Transfer clearing,2024-01-31,CRYPTO ALL 2024-01
2024-01,273001 Liquidity Transfer,492.6,0.0,TRX,Transfer clearing,2024-01-31,CRYPTO ALL 2024-01
2024-01,274200 Exchanges EUR,0.0,109.75,BTC,Fee credit,2024-01-31,CRYPTO ALL 2024-01
2024-01,274200 Exchanges EUR,0.0,1.15,DAI,Fee credit,2024-01-31,CRYPTO ALL 2024-01
2024-01,274200 Exchanges EUR,0.0,8.53,DYDX,Fee credit,2024-01-31,CRYPTO ALL 2024-01
2024-01,274200 Exchanges EUR,0.0,92.17,ETH,Fee credit,2024-01-31,CRYPTO ALL 2024-01
2024-01,274200 Exchanges EUR,0.0,2.31,PYTH,Fee credit,2024-01-31,CRYPTO ALL 2024-01
2024-01,274200 Exchanges EUR,0.0,0.22,TRX,Fee credit,2024-01-31,CRYPTO ALL 2024-01
2024-01,631200 Other Costs and Bank Taxes,109.75,0.0,BTC,Fee paid,2024-01-31,CRYPTO ALL 2024-01
2024-01,631200 Other Costs and Bank Taxes,1.15,0.0,DAI,Fee paid,2024-01-31,CRYPTO ALL 2024-01
2024-01,631200 Other Costs and Bank Taxes,8.53,0.0,DYDX,Fee paid,2024-01-31,CRYPTO ALL 2024-01
2024-01,631200 Other Costs and Bank Taxes,92.17,0.0,ETH,Fee paid,2024-01-31,CRYPTO ALL 2024-01
2024-01,631200 Other Costs and Bank Taxes,2.31,0.0,PYTH,Fee paid,2024-01-31,CRYPTO ALL 2024-01
2024-01,631200 Other Costs and Bank Taxes,0.22,0.0,TRX,Fee paid,2024-01-31,CRYPTO ALL 2024-01
2024-02,262500 Cost of acquisition of crypto assets,0.0,873887.33,BTC,BTC withdrawal (inventory decrease),2024-02-29,CRYPTO ALL 2024-02
2024-02,262500 Cost of acquisition of crypto assets,0.0,4976.99,ETH,ETH withdrawal (inventory decrease),2024-02-29,CRYPTO ALL 2024-02
2024-02,262500 Cost of acquisition of crypto assets,0.0,183.79,TRX,TRX withdrawal (inventory decrease),2024-02-29,CRYPTO ALL 2024-02
2024-02,273001 Liquidity Transfer,873887.33,0.0,BTC,Transfer clearing,2024-02-29,CRYPTO ALL 2024-02
2024-02,273001 Liquidity Transfer,4976.99,0.0,ETH,Transfer clearing,2024-02-29,CRYPTO ALL 2024-02
2024-02,273001 Liquidity Transfer,183.79,0.0,TRX,Transfer clearing,2024-02-29,CRYPTO ALL 2024-02
2024-02,274200 Exchanges EUR,0.0,4.85,AVAX,Fee credit,2024-02-29,CRYPTO ALL 2024-02
2024-02,274200 Exchanges EUR,0.0,432.53,BTC,Fee credit,2024-02-29,CRYPTO ALL 2024-02
2024-02,274200 Exchanges EUR,0.0,2.49,ETH,Fee credit,2024-02-29,CRYPTO ALL 2024-02
2024-02,274200 Exchanges EUR,0.0,1.11,FET,Fee credit,2024-02-29,CRYPTO ALL 2024-02
2024-02,274200 Exchanges EUR,0.0,2.22,INJ,Fee credit,2024-02-29,CRYPTO ALL 2024-02
2024-02,274200 Exchanges EUR,0.0,0.09,TRX,Fee credit,2024-02-29,CRYPTO ALL 2024-02
2024-02,274200 Exchanges EUR,0.0,1.17,WOO,Fee credit,2024-02-29,CRYPTO ALL 2024-02
2024-02,274200 Exchanges EUR,0.0,1.15,ZETA,Fee credit,2024-02-29,CRYPTO ALL 2024-02
2024-02,631200 Other Costs and Bank Taxes,4.85,0.0,AVAX,Fee paid,2024-02-29,CRYPTO ALL 2024-02
2024-02,631200 Other Costs and Bank Taxes,432.53,0.0,BTC,Fee paid,2024-02-29,CRYPTO ALL 2024-02
2024-02,631200 Other Costs and Bank Taxes,2.49,0.0,ETH,Fee paid,2024-02-29,CRYPTO ALL 2024-02
2024-02,631200 Other Costs and Bank Taxes,1.11,0.0,FET,Fee paid,2024-02-29,CRYPTO ALL 2024-02
2024-02,631200 Other Costs and Bank Taxes,2.22,0.0,INJ,Fee paid,2024-02-29,CRYPTO ALL 2024-02
2024-02,631200 Other Costs and Bank Taxes,0.09,0.0,TRX,Fee paid,2024-02-29,CRYPTO ALL 2024-02
2024-02,631200 Other Costs and Bank Taxes,1.17,0.0,WOO,Fee paid,2024-02-29,CRYPTO ALL 2024-02
2024-02,631200 Other Costs and Bank Taxes,1.15,0.0,ZETA,Fee paid,2024-02-29,CRYPTO ALL 2024-02
2024-03,262500 Cost of acquisition of crypto assets,0.0,17133.78,ATOM,ATOM withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,10316.07,AVAX,AVAX withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,29344.99,0.0,BNB,BNB deposit (inventory increase),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,53753.01,BNB,BNB withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,19735.64,BONK,BONK withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,46869.21,BTC,BTC withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,85559.75,CFX,CFX withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,50692.49,DOGE,DOGE withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,9138.69,ETH,ETH withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,32770.9,FET,FET withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,1701942.37,0.0,FRONT,FRONT deposit (inventory increase),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,1666073.66,FRONT,FRONT withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,77865.27,GRT,GRT withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,24335.32,MATIC,MATIC withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,26794.74,PEPE,PEPE withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,12375.16,SHIB,SHIB withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,11844.16,SUI,SUI withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,12840.61,TIA,TIA withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,4604.08,0.0,XRP,XRP deposit (inventory increase),2024-03-31,CRYPTO ALL 2024-03
2024-03,262500 Cost of acquisition of crypto assets,0.0,8482.33,XTZ,XTZ withdrawal (inventory decrease),2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,17133.78,0.0,ATOM,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,10316.07,0.0,AVAX,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,53753.01,29344.99,BNB,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,19735.64,0.0,BONK,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,46869.21,0.0,BTC,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,85559.75,0.0,CFX,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,50692.49,0.0,DOGE,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,9138.69,0.0,ETH,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,32770.9,0.0,FET,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,1666073.66,1701942.37,FRONT,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,77865.27,0.0,GRT,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,24335.32,0.0,MATIC,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,26794.74,0.0,PEPE,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,12375.16,0.0,SHIB,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,11844.16,0.0,SUI,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,12840.61,0.0,TIA,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,0.0,4604.08,XRP,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,273001 Liquidity Transfer,8482.33,0.0,XTZ,Transfer clearing,2024-03-31,CRYPTO ALL 2024-03
2024-03,274100 Crypto USD Wallets,0.0,0.86,USDC,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,7.29,ATOM,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,3.99,AVAX,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,2.07,AXS,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,9.95,BNB,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,9.28,BONK,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,46.45,BTC,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,30.0,CFX,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,18.87,DOGE,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,4.11,ETH,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,13.22,FET,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,14.98,FRONT,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,1.08,FTM,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,26.08,GRT,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,10.84,MATIC,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,10.32,PEPE,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,5.45,SHIB,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,1.1,STX,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,4.17,SUI,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,5.89,TIA,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,1.24,WOO,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,274200 Exchanges EUR,0.0,3.22,XTZ,Fee credit,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,7.29,0.0,ATOM,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,3.99,0.0,AVAX,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,2.07,0.0,AXS,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,9.95,0.0,BNB,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,9.28,0.0,BONK,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,46.45,0.0,BTC,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,30.0,0.0,CFX,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,18.87,0.0,DOGE,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,4.11,0.0,ETH,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,13.22,0.0,FET,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,14.98,0.0,FRONT,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,1.08,0.0,FTM,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,26.08,0.0,GRT,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,10.84,0.0,MATIC,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,10.32,0.0,PEPE,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,5.45,0.0,SHIB,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,1.1,0.0,STX,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,4.17,0.0,SUI,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,5.89,0.0,TIA,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,0.86,0.0,USDC,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,1.24,0.0,WOO,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-03,631200 Other Costs and Bank Taxes,3.22,0.0,XTZ,Fee paid,2024-03-31,CRYPTO ALL 2024-03
2024-04,262500 Cost of acquisition of crypto assets,9481.3,0.0,BTC,BTC deposit (inventory increase),2024-04-30,CRYPTO ALL 2024-04
2024-04,262500 Cost of acquisition of crypto assets,0.0,61677.06,BTC,BTC withdrawal (inventory decrease),2024-04-30,CRYPTO ALL 2024-04
2024-04,262500 Cost of acquisition of crypto assets,0.0,45107.65,ETH,ETH withdrawal (inventory decrease),2024-04-30,CRYPTO ALL 2024-04
2024-04,262500 Cost of acquisition of crypto assets,0.0,14584.5,FET,FET withdrawal (inventory decrease),2024-04-30,CRYPTO ALL 2024-04
2024-04,262500 Cost of acquisition of crypto assets,0.0,4672.77,PEPE,PEPE withdrawal (inventory decrease),2024-04-30,CRYPTO ALL 2024-04
2024-04,262500 Cost of acquisition of crypto assets,0.0,71076.64,SOL,SOL withdrawal (inventory decrease),2024-04-30,CRYPTO ALL 2024-04
2024-04,262500 Cost of acquisition of crypto assets,0.0,179548.96,TON,TON withdrawal (inventory decrease),2024-04-30,CRYPTO ALL 2024-04
2024-04,273001 Liquidity Transfer,61677.06,9481.3,BTC,Transfer clearing,2024-04-30,CRYPTO ALL 2024-04
2024-04,273001 Liquidity Transfer,45107.65,0.0,ETH,Transfer clearing,2024-04-30,CRYPTO ALL 2024-04
2024-04,273001 Liquidity Transfer,14584.5,0.0,FET,Transfer clearing,2024-04-30,CRYPTO ALL 2024-04
2024-04,273001 Liquidity Transfer,4672.77,0.0,PEPE,Transfer clearing,2024-04-30,CRYPTO ALL 2024-04
2024-04,273001 Liquidity Transfer,71076.64,0.0,SOL,Transfer clearing,2024-04-30,CRYPTO ALL 2024-04
2024-04,273001 Liquidity Transfer,179548.96,0.0,TON,Transfer clearing,2024-04-30,CRYPTO ALL 2024-04
2024-04,274100 Crypto USD Wallets,0.0,4.77,USDC,Fee credit,2024-04-30,CRYPTO ALL 2024-04
2024-04,274200 Exchanges EUR,0.0,44.31,BCH,Fee credit,2024-04-30,CRYPTO ALL 2024-04
2024-04,274200 Exchanges EUR,0.0,138.78,BTC,Fee credit,2024-04-30,CRYPTO ALL 2024-04
2024-04,274200 Exchanges EUR,0.0,4.22,DCR,Fee credit,2024-04-30,CRYPTO ALL 2024-04
2024-04,274200 Exchanges EUR,0.0,18.43,ETH,Fee credit,2024-04-30,CRYPTO ALL 2024-04
2024-04,274200 Exchanges EUR,0.0,6.5,FET,Fee credit,2024-04-30,CRYPTO ALL 2024-04
2024-04,274200 Exchanges EUR,0.0,4.97,INJ,Fee credit,2024-04-30,CRYPTO ALL 2024-04
2024-04,274200 Exchanges EUR,0.0,8.65,PEPE,Fee credit,2024-04-30,CRYPTO ALL 2024-04
2024-04,274200 Exchanges EUR,0.0,29.61,SOL,Fee credit,2024-04-30,CRYPTO ALL 2024-04
2024-04,274200 Exchanges EUR,0.0,92.7,TON,Fee credit,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,44.31,0.0,BCH,Fee paid,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,138.78,0.0,BTC,Fee paid,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,4.22,0.0,DCR,Fee paid,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,18.43,0.0,ETH,Fee paid,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,6.5,0.0,FET,Fee paid,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,4.97,0.0,INJ,Fee paid,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,8.65,0.0,PEPE,Fee paid,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,29.61,0.0,SOL,Fee paid,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,92.7,0.0,TON,Fee paid,2024-04-30,CRYPTO ALL 2024-04
2024-04,631200 Other Costs and Bank Taxes,4.77,0.0,USDC,Fee paid,2024-04-30,CRYPTO ALL 2024-04
2024-05,262500 Cost of acquisition of crypto assets,0.0,21596.72,BCH,BCH withdrawal (inventory decrease),2024-05-31,CRYPTO ALL 2024-05
2024-05,262500 Cost of acquisition of crypto assets,5982.62,0.0,BTC,BTC deposit (inventory increase),2024-05-31,CRYPTO ALL 2024-05
2024-05,262500 Cost of acquisition of crypto assets,0.0,11566.26,BTC,BTC withdrawal (inventory decrease),2024-05-31,CRYPTO ALL 2024-05
2024-05,262500 Cost of acquisition of crypto assets,145844.08,0.0,ETH,ETH deposit (inventory increase),2024-05-31,CRYPTO ALL 2024-05
2024-05,262500 Cost of acquisition of crypto assets,0.0,284674.08,ETH,ETH withdrawal (inventory decrease),2024-05-31,CRYPTO ALL 2024-05
2024-05,273001 Liquidity Transfer,21596.72,0.0,BCH,Transfer clearing,2024-05-31,CRYPTO ALL 2024-05
2024-05,273001 Liquidity Transfer,11566.26,5982.62,BTC,Transfer clearing,2024-05-31,CRYPTO ALL 2024-05
2024-05,273001 Liquidity Transfer,284674.08,145844.08,ETH,Transfer clearing,2024-05-31,CRYPTO ALL 2024-05
2024-05,274100 Crypto USD Wallets,0.0,1.61,USDC,Fee credit,2024-05-31,CRYPTO ALL 2024-05
2024-05,274200 Exchanges EUR,0.0,46.21,BCH,Fee credit,2024-05-31,CRYPTO ALL 2024-05
2024-05,274200 Exchanges EUR,0.0,8.23,BTC,Fee credit,2024-05-31,CRYPTO ALL 2024-05
