month,account,debit,credit,asset,memo,posting_date,Reference,year_month
2024-06,262500 Cost of acquisition of crypto assets,2233.31,0.0,AXS,binance AXS deposit (inventory increase),2024-06-30,CRYPTO ALL 2024-06,2024-06
2024-06,273001 Liquidity Transfer,0.0,2233.31,AXS,binance Transfer clearing,2024-06-30,CRYPTO ALL 2024-06,2024-06
