month,account,debit,credit,asset,memo,posting_date,Reference,year_month
2024-06,262500 Cost of acquisition of crypto assets,0.0,5082.2,FET,okx FET withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06,2024-06
2024-06,273001 Liquidity Transfer,5082.2,0.0,FET,okx Transfer clearing,2024-06-30,CRYPTO ALL 2024-06,2024-06
