month,account,debit,credit,asset,memo,posting_date,Reference,year_month
2024-06,262500 Cost of acquisition of crypto assets,6292.05,0.0,AVAX,binance AVAX deposit (inventory increase),2024-06-30,CRYPTO ALL 2024-06,2024-06
2024-06,273001 Liquidity Transfer,0.0,6292.05,AVAX,binance Transfer clearing,2024-06-30,CRYPTO ALL 2024-06,2024-06
