month,account,debit,credit,asset,memo,posting_date,Reference,year_month
2024-10,262500 Cost of acquisition of crypto assets,9.2,0.0,BNB,okx Buy BNB - inventory at cost,2024-10-31,CRYPTO ALL 2024-10,2024-10
2024-10,274200 Exchanges EUR,0.0,9.21,BNB,okx Buy BNB - cash outflow (cost + fees),2024-10-31,CRYPTO ALL 2024-10,2024-10
2024-10,631200 Other Costs and Bank Taxes,0.01,0.0,BNB,okx Buy BNB - fees,2024-10-31,CRYPTO ALL 2024-10,2024-10
2024-10,262500 Cost of acquisition of crypto assets,0.0,9.25,BNB,okx BNB withdrawal (inventory decrease),2024-10-31,CRYPTO ALL 2024-10,2024-10
2024-10,273001 Liquidity Transfer,9.25,0.0,BNB,okx Transfer clearing,2024-10-31,CRYPTO ALL 2024-10,2024-10
2024-10,274200 Exchanges EUR,0.0,0.01,BNB,okx Fee credit,2024-10-31,CRYPTO ALL 2024-10,2024-10
2024-10,631200 Other Costs and Bank Taxes,0.01,0.0,BNB,okx Fee paid,2024-10-31,CRYPTO ALL 2024-10,2024-10
