month,account,debit,credit,asset,memo,posting_date,Reference,year_month
2024-06,262500 Cost of acquisition of crypto assets,0.0,1465.48,STX,okx STX withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06,2024-06
2024-06,273001 Liquidity Transfer,1465.48,0.0,STX,okx Transfer clearing,2024-06-30,CRYPTO ALL 2024-06,2024-06
