month,account,debit,credit,asset,memo,posting_date,Reference,year_month
2024-03,262500 Cost of acquisition of crypto assets,87343.65,0.0,CFX,binance CFX deposit (inventory increase),2024-03-31,CRYPTO ALL 2024-03,2024-03
2024-03,273001 Liquidity Transfer,0.0,87343.65,CFX,binance Transfer clearing,2024-03-31,CRYPTO ALL 2024-03,2024-03
