month,account,debit,credit,asset,memo,posting_date,Reference,year_month
2024-04,262500 Cost of acquisition of crypto assets,57765.25,0.0,SOL,okx Buy SOL - inventory at cost,2024-04-30,CRYPTO ALL 2024-04,2024-04
2024-04,274200 Exchanges EUR,0.0,57794.86,SOL,okx Buy SOL - cash outflow (cost + fees),2024-04-30,CRYPTO ALL 2024-04,2024-04
2024-04,631200 Other Costs and Bank Taxes,29.61,0.0,SOL,okx Buy SOL - fees,2024-04-30,CRYPTO ALL 2024-04,2024-04
2024-04,262500 Cost of acquisition of crypto assets,0.0,71076.64,SOL,okx SOL withdrawal (inventory decrease),2024-04-30,CRYPTO ALL 2024-04,2024-04
2024-04,273001 Liquidity Transfer,71076.64,0.0,SOL,okx Transfer clearing,2024-04-30,CRYPTO ALL 2024-04,2024-04
2024-04,274200 Exchanges EUR,0.0,29.61,SOL,okx Fee credit,2024-04-30,CRYPTO ALL 2024-04,2024-04
2024-04,631200 Other Costs and Bank Taxes,29.61,0.0,SOL,okx Fee paid,2024-04-30,CRYPTO ALL 2024-04,2024-04
