month,account,debit,credit,asset,memo,posting_date,Reference,year_month
2023-10,262500 Cost of acquisition of crypto assets,0.0,18.55,TRX,okx TRX withdrawal (inventory decrease),2023-10-31,CRYPTO ALL 2023-10,2023-10
2023-10,273001 Liquidity Transfer,18.55,0.0,TRX,okx Transfer clearing,2023-10-31,CRYPTO ALL 2023-10,2023-10
