month,account,debit,credit,asset,memo,posting_date,Reference,year_month
2024-03,262500 Cost of acquisition of crypto assets,4604.08,0.0,XRP,okx XRP deposit (inventory increase),2024-03-31,CRYPTO ALL 2024-03,2024-03
2024-03,273001 Liquidity Transfer,0.0,4604.08,XRP,okx Transfer clearing,2024-03-31,CRYPTO ALL 2024-03,2024-03
